t_ms,red,ir,stm_glucose,stm_status,stm_sqi
11600,79745,110659,,,
11610,79679,110622,,,
11620,79681,110568,,,
11630,79604,110520,,,
11640,79539,110418,,,
11650,79477,110360,,,
11660,79428,110275,,,
11670,79338,110182,,,
11680,79257,110090,,,
11690,79174,109955,,,
11700,79096,109864,,,
11710,78986,109743,,,
11720,78912,109644,,,
11730,78804,109540,,,
11740,78755,109427,,,
11750,78681,109339,,,
11760,78646,109282,,,
11770,78576,109207,,,
11780,78542,109169,,,
11790,78519,109124,,,
11800,78467,109082,,,
11810,78471,109079,,,
11820,78473,109095,,,
11830,78461,109081,,,
11840,78478,109120,,,
11850,78522,109182,,,
11860,78566,109189,,,
11870,78609,109255,,,
11880,78662,109325,,,
11890,78715,109399,,,
11900,78780,109481,,,
11910,78843,109546,,,
11920,78920,109640,,,
11930,79008,109745,,,
11940,79061,109840,,,
11950,79154,109949,,,
11960,79209,110030,,,
11970,79291,110130,,,
11980,79360,110198,,,
11990,79440,110276,,,
12000,79241,110049,,,
12010,79214,110018,,,
12020,79183,110023,,,
12030,79169,109972,,,
12040,79160,109981,,,
12050,79140,109930,,,
12060,79133,109902,,,
12070,79129,109917,,,
12080,79105,109896,,,
12090,79128,109916,,,
12100,79117,109918,,,
12110,79133,109921,,,
12120,79131,109921,,,
12130,79146,109915,,,
12140,79139,109910,,,
12150,79149,109921,,,
12160,79164,109926,,,
12170,79166,109926,,,
12180,79162,109937,,,
12190,79144,109929,,,
12200,79131,109866,,,
12210,79088,109880,,,
12220,79072,109842,,,
12230,79058,109833,,,
12240,79016,109778,,,
12250,78982,109744,,,
12260,78956,109697,,,
12270,78947,109678,,,
12280,78896,109625,,,
12290,78875,109592,,,
12300,78881,109561,,,
12310,78824,109553,,,
12320,78833,109557,,,
12330,78823,109523,,,
12340,78821,109538,,,
12350,78845,109574,,,
12360,78909,109630,,,
12370,78958,109703,,,
12380,79033,109785,,,
12390,79156,109907,,,
12400,79255,110054,,,
12410,79377,110202,,,
12420,79511,110394,,,
12430,79666,110567,,,
12440,79790,110728,,,
12450,79944,110902,,,
12460,80062,111055,,,
12470,80161,111156,,,
12480,80212,111251,,,
12490,80285,111342,,,
12500,80304,111345,,,
12510,80254,111360,,,
12520,80278,111299,,,
12530,80209,111275,,,
12540,80157,111170,,,
12550,80072,111083,,,
12560,79999,110989,,,
12570,79953,110918,,,
12580,79865,110830,,,
12590,79796,110755,,,
12600,79744,110699,,,
12610,79698,110630,,,
12620,79660,110571,,,
12630,79595,110502,,,
12640,79559,110443,,,
12650,79496,110388,,,
12660,79398,110279,,,
12670,79356,110168,,,
12680,79273,110070,,,
12690,79184,109964,,,
12700,79084,109863,,,
12710,78976,109758,,,
12720,78915,109658,,,
12730,78795,109523,,,
12740,78732,109453,,,
12750,78682,109345,,,
12760,78601,109271,,,
12770,78572,109216,,,
12780,78529,109152,,,
12790,78487,109098,,,
12800,78473,109086,,,
12810,78470,109072,,,
12820,78480,109062,,,
12830,78476,109101,,,
12840,78486,109131,,,
12850,78528,109153,,,
12860,78559,109210,,,
12870,78617,109265,,,
12880,78658,109329,,,
12890,78732,109396,,,
12900,78776,109487,,,
12910,78869,109563,,,
12920,78926,109661,,,
12930,79010,109747,,,
12940,79093,109844,,,
12950,79157,109938,,,
12960,79244,110036,,,
12970,79307,110134,,,
12980,79361,110227,,,
12990,79415,110270,,,
13000,79222,110062,,,
13010,79202,110015,,,
13020,79212,109984,,,
13030,79181,109973,,,
13040,79139,109921,,,
13050,79127,109941,,,
13060,79128,109915,,,
13070,79122,109907,,,
13080,79140,109904,,,
13090,79127,109893,,,
13100,79127,109908,,,
13110,79136,109896,,,
13120,79127,109905,,,
13130,79146,109899,,,
13140,79142,109917,,,
13150,79162,109937,,,
13160,79165,109934,,,
13170,79139,109927,,,
13180,79130,109917,,,
13190,79147,109909,,,
13200,79129,109920,,,
13210,79099,109872,,,
13220,79089,109851,,,
13230,79053,109820,,,
13240,79027,109775,,,
13250,78977,109756,,,
13260,78958,109685,,,
13270,78940,109654,,,
13280,78922,109644,,,
13290,78860,109612,,,
13300,78868,109602,,,
13310,78848,109568,,,
13320,78824,109538,,,
13330,78814,109554,,,
13340,78810,109524,,,
13350,78859,109549,,,
13360,78907,109612,,,
13370,78964,109709,,,
13380,79033,109779,,,
13390,79135,109897,,,
13400,79243,110059,,,
13410,79369,110221,,,
13420,79519,110378,,,
13430,79657,110549,,,
13440,79799,110759,,,
13450,79908,110900,,,
13460,80043,111061,,,
13470,80153,111182,,,
13480,80223,111268,,,
13490,80298,111323,,,
13500,80304,111360,,,
13510,80279,111335,,,
13520,80241,111306,,,
13530,80200,111276,,,
13540,80139,111182,,,
13550,80088,111070,,,
13560,79988,110987,,,
13570,79954,110926,,,
13580,79856,110812,,,
13590,79808,110734,,,
13600,79731,110675,,,
13610,79686,110619,,,
13620,79638,110555,,,
13630,79598,110480,,,
13640,79555,110422,,,
13650,79488,110346,,,
13660,79423,110284,,,
13670,79363,110195,,,
13680,79258,110102,,,
13690,79189,109970,,,
13700,79101,109866,,,
13710,79003,109753,,,
13720,78917,109618,,,
13730,78821,109522,,,
13740,78733,109449,,,
13750,78676,109351,,,
13760,78611,109268,,,
13770,78552,109192,,,
13780,78531,109153,,,
13790,78501,109102,,,
13800,78466,109107,,,
13810,78463,109093,,,
13820,78465,109070,,,
13830,78485,109109,,,
13840,78488,109119,,,
13850,78536,109149,,,
13860,78560,109219,,,
13870,78597,109246,,,
13880,78668,109329,,,
13890,78715,109381,,,
13900,78785,109462,,,
13910,78871,109585,,,
13920,78911,109658,,,
13930,78999,109765,,,
13940,79074,109835,,,
13950,79152,109943,,,
13960,79229,110043,,,
13970,79294,110114,,,
13980,79370,110199,,,
13990,79401,110278,,,
14000,79232,110033,,,
14010,79199,110016,,,
14020,79208,109995,,,
14030,79179,109984,,,
14040,79172,109936,,,
14050,79142,109906,,,
14060,79138,109922,,,
14070,79114,109928,,,
14080,79127,109916,,,
14090,79122,109895,,,
14100,79165,109918,,,
14110,79126,109904,,,
14120,79141,109909,,,
14130,79133,109916,,,
14140,79149,109911,,,
14150,79137,109920,,,
14160,79140,109946,,,
14170,79137,109914,,,
14180,79135,109919,,,
14190,79130,109911,,,
14200,79108,109893,,,
14210,79103,109885,,,
14220,79079,109850,,,
14230,79040,109811,,,
14240,79022,109779,,,
14250,78993,109730,,,
14260,78965,109701,,,
14270,78936,109677,,,
14280,78911,109618,,,
14290,78889,109583,,,
14300,78854,109583,,,
14310,78863,109564,,,
14320,78838,109527,,,
14330,78814,109521,,,
14340,78852,109547,,,
14350,78840,109575,,,
14360,78887,109599,,,
14370,78957,109695,,,
14380,79046,109807,,,
14390,79147,109902,,,
14400,79238,110035,,,
14410,79361,110209,,,
14420,79504,110392,,,
14430,79640,110565,,,
14440,79797,110738,,,
14450,79898,110910,,,
14460,80032,111039,,,
14470,80141,111195,,,
14480,80219,111270,,,
14490,80270,111340,,,
14500,80290,111339,,,
14510,80283,111361,,,
14520,80263,111298,,,
14530,80216,111254,,,
14540,80143,111176,,,
14550,80088,111096,,,
14560,80004,110990,,,
14570,79956,110921,,,
14580,79860,110836,,,
14590,79794,110748,,,
14600,79746,110683,,,
14610,79691,110607,,,
14620,79659,110540,,,
14630,79599,110510,,,
14640,79547,110443,,,
14650,79495,110373,,,
14660,79446,110290,,,
14670,79321,110188,,,
14680,79260,110096,,,
14690,79182,109954,,,
14700,79103,109849,,,
14710,78999,109754,,,
14720,78897,109647,,,
14730,78812,109521,,,
14740,78744,109439,,,
14750,78678,109339,,,
14760,78626,109272,,,
14770,78579,109222,,,
14780,78506,109186,,,
14790,78501,109136,,,
14800,78470,109099,,,
14810,78475,109073,,,
14820,78476,109092,,,
14830,78478,109099,,,
14840,78495,109120,,,
14850,78523,109169,,,
14860,78567,109205,,,
14870,78632,109248,,,
14880,78669,109324,,,
14890,78717,109399,,,
14900,78783,109475,,,
14910,78823,109543,,,
14920,78924,109649,,,
14930,78996,109748,,,
14940,79072,109853,,,
14950,79155,109951,,,
14960,79252,110048,,,
14970,79306,110116,,,
14980,79386,110213,,,
14990,79415,110274,,,
15000,79249,110010,,,
15010,79197,110013,,,
15020,79190,109996,,,
15030,79181,109957,,,
15040,79155,109950,,,
15050,79137,109921,,,
15060,79114,109909,,,
15070,79118,109910,,,
15080,79109,109909,,,
15090,79106,109893,,,
15100,79136,109907,,,
15110,79111,109916,,,
15120,79110,109903,,,
15130,79131,109896,,,
15140,79164,109924,,,
15150,79135,109935,,,
15160,79152,109939,,,
15170,79158,109911,,,
15180,79122,109912,,,
15190,79136,109930,,,
15200,79131,109892,,,
15210,79115,109866,,,
15220,79083,109823,,,
15230,79044,109821,,,
15240,79020,109780,,,
15250,79003,109747,,,
15260,78954,109708,,,
15270,78921,109673,,,
15280,78908,109652,,,
15290,78900,109616,,,
15300,78873,109600,,,
15310,78860,109555,,,
15320,78841,109552,,,
15330,78824,109523,,,
15340,78848,109523,,,
15350,78874,109568,,,
15360,78878,109620,,,
15370,78966,109705,,,
15380,79036,109802,,,
15390,79130,109924,,,
15400,79236,110052,,,
15410,79365,110197,,,
15420,79493,110385,,,
15430,79644,110549,,,
15440,79783,110739,,,
15450,79916,110913,,,
15460,80054,111046,,,
15470,80152,111187,,,
15480,80204,111261,,,
15490,80254,111319,,,
15500,80286,111357,,,
15510,80278,111353,,,
15520,80257,111312,,,
15530,80222,111280,,,
15540,80139,111191,,,
15550,80077,111102,,,
15560,80013,111011,,,
15570,79931,110920,,,
15580,79854,110828,,,
15590,79772,110736,,,
15600,79738,110690,,,
15610,79702,110624,,,
15620,79653,110553,,,
15630,79613,110508,,,
15640,79550,110434,,,
15650,79488,110356,,,
15660,79433,110263,,,
15670,79334,110171,,,
15680,79264,110083,,,
15690,79163,109973,,,
15700,79086,109855,,,
15710,78984,109738,,,
15720,78891,109652,,,
15730,78838,109531,,,
15740,78741,109438,,,
15750,78699,109351,,,
15760,78629,109291,,,
15770,78551,109208,,,
15780,78494,109153,,,
15790,78508,109131,,,
15800,78497,109092,,,
15810,78458,109080,,,
15820,78466,109094,,,
15830,78481,109113,,,
15840,78480,109117,,,
15850,78521,109201,,,
15860,78562,109195,,,
15870,78601,109261,,,
15880,78646,109315,,,
15890,78727,109396,,,
15900,78786,109462,,,
15910,78847,109565,,,
15920,78930,109652,,,
15930,78985,109735,,,
15940,79089,109827,,,
15950,79148,109943,,,
15960,79232,110014,,,
15970,79309,110133,,,
15980,79362,110201,,,
15990,79419,110293,,,
16000,79212,110043,,,
16010,79203,110022,,,
16020,79210,110008,,,
16030,79167,109961,,,
16040,79171,109928,,,
16050,79155,109918,,,
16060,79133,109920,,,
16070,79141,109918,,,
16080,79124,109914,,,
16090,79107,109914,,,
16100,79115,109915,,,
16110,79115,109904,,,
16120,79146,109932,,,
16130,79125,109915,,,
16140,79141,109932,,,
16150,79135,109942,,,
16160,79168,109948,,,
16170,79146,109921,,,
16180,79137,109927,,,
16190,79140,109926,,,
16200,79133,109907,,,
16210,79112,109870,,,
16220,79076,109839,,,
16230,79084,109822,,,
16240,79004,109777,,,
16250,79006,109744,,,
16260,78965,109703,,,
16270,78950,109683,,,
16280,78932,109621,,,
16290,78889,109621,,,
16300,78852,109567,,,
16310,78876,109561,,,
16320,78807,109546,,,
16330,78817,109522,,,
16340,78852,109506,,,
16350,78873,109559,,,
16360,78880,109608,,,
16370,78932,109708,,,
16380,79019,109778,,,
16390,79133,109913,,,
16400,79231,110056,,,
16410,79387,110217,,,
16420,79512,110375,,,
16430,79644,110557,,,
16440,79805,110729,,,
16450,79913,110884,,,
16460,80034,111052,,,
16470,80127,111168,,,
16480,80207,111271,,,
16490,80247,111346,,,
16500,80297,111357,,,
16510,80269,111366,,,
16520,80257,111316,,,
16530,80216,111263,,,
16540,80161,111184,,,
16550,80063,111079,,,
16560,80003,110992,,,
16570,79922,110903,,,
16580,79864,110821,,,
16590,79811,110749,,,
16600,79738,110678,,,
16610,79697,110604,,,
16620,79651,110552,,,
16630,79585,110515,,,
16640,79515,110414,,,
16650,79476,110352,,,
16660,79427,110263,,,
16670,79350,110158,,,
16680,79271,110089,,,
16690,79185,109971,,,
16700,79064,109860,,,
16710,78994,109736,,,
16720,78919,109631,,,
16730,78820,109526,,,
16740,78748,109452,,,
16750,78693,109351,,,
16760,78644,109281,,,
16770,78567,109234,,,
16780,78520,109151,,,
16790,78492,109099,,,
16800,78463,109106,,,
16810,78463,109092,,,
16820,78453,109100,,,
16830,78483,109098,,,
16840,78496,109129,,,
16850,78522,109161,,,
16860,78554,109215,,,
16870,78595,109244,,,
16880,78658,109315,,,
16890,78711,109405,,,
16900,78797,109470,,,
16910,78857,109549,,,
16920,78916,109650,,,
16930,79014,109738,,,
16940,79073,109855,,,
16950,79164,109954,,,
16960,79230,110042,,,
16970,79295,110128,,,
16980,79363,110195,,,
16990,79394,110252,,,
17000,79224,110044,,,
17010,79207,110018,,,
17020,79179,110004,,,
17030,79187,109993,,,
17040,79187,109933,,,
17050,79124,109915,,,
17060,79128,109893,,,
17070,79124,109905,,,
17080,79124,109898,,,
17090,79137,109915,,,
17100,79126,109922,,,
17110,79148,109910,,,
17120,79121,109904,,,
17130,79128,109906,,,
17140,79130,109913,,,
17150,79163,109907,,,
17160,79139,109936,,,
17170,79159,109941,,,
17180,79116,109913,,,
17190,79139,109921,,,
17200,79108,109902,,,
17210,79102,109856,,,
17220,79072,109836,,,
17230,79050,109821,,,
17240,79014,109787,,,
17250,79014,109728,,,
17260,78949,109725,,,
17270,78934,109682,,,
17280,78906,109632,,,
17290,78879,109595,,,
17300,78877,109580,,,
17310,78838,109551,,,
17320,78812,109536,,,
17330,78829,109529,,,
17340,78843,109529,,,
17350,78840,109582,,,
17360,78884,109642,,,
17370,78949,109699,,,
17380,79029,109780,,,
17390,79142,109920,,,
17400,79243,110050,,,
17410,79375,110221,,,
17420,79510,110347,,,
17430,79650,110551,,,
17440,79784,110742,,,
17450,79938,110908,,,
17460,80039,111062,,,
17470,80124,111182,,,
17480,80207,111279,,,
17490,80282,111317,,,
17500,80295,111349,,,
17510,80272,111354,,,
17520,80263,111309,,,
17530,80232,111261,,,
17540,80147,111165,,,
17550,80073,111087,,,
17560,79995,111003,,,
17570,79937,110932,,,
17580,79859,110854,,,
17590,79795,110731,,,
17600,79733,110682,,,
17610,79696,110619,,,
17620,79651,110565,,,
17630,79609,110505,,,
17640,79558,110444,,,
17650,79485,110385,,,
17660,79411,110285,,,
17670,79341,110173,,,
17680,79268,110072,,,
17690,79160,109952,,,
17700,79072,109866,,,
17710,78975,109741,,,
17720,78891,109649,,,
17730,78824,109543,,,
17740,78758,109456,,,
17750,78690,109357,,,
17760,78634,109280,,,
17770,78569,109204,,,
17780,78532,109150,,,
17790,78489,109111,,,
17800,78465,109080,,,
17810,78475,109077,,,
17820,78458,109101,,,
17830,78488,109098,,,
17840,78506,109116,,,
17850,78513,109132,,,
17860,78564,109187,,,
17870,78612,109255,,,
17880,78648,109324,,,
17890,78712,109394,,,
17900,78787,109485,,,
17910,78838,109558,,,
17920,78929,109641,,,
17930,79011,109744,,,
17940,79075,109843,,,
17950,79160,109957,,,
17960,79219,110038,,,
17970,79296,110105,,,
17980,79390,110183,,,
17990,79425,110298,,,
18000,79231,110035,,,
18010,79196,110013,,,
18020,79197,109986,,,
18030,79185,109962,,,
18040,79162,109928,,,
18050,79146,109929,,,
18060,79136,109925,,,
18070,79124,109909,,,
18080,79138,109910,,,
18090,79147,109899,,,
18100,79121,109889,,,
18110,79119,109923,,,
18120,79130,109926,,,
18130,79133,109919,,,
18140,79125,109923,,,
18150,79127,109925,,,
18160,79136,109926,,,
18170,79131,109936,,,
18180,79145,109921,,,
18190,79161,109912,,,
18200,79111,109902,,,
18210,79074,109863,,,
18220,79087,109846,,,
18230,79036,109833,,,
18240,79012,109771,,,
18250,78994,109723,,,
18260,78967,109728,,,
18270,78948,109679,,,
18280,78912,109637,,,
18290,78866,109590,,,
18300,78858,109602,,,
18310,78833,109551,,,
18320,78843,109532,,,
18330,78862,109550,,,
18340,78817,109534,,,
18350,78845,109540,,,
18360,78887,109626,,,
18370,78932,109678,,,
18380,79053,109784,,,
18390,79133,109940,,,
18400,79231,110041,,,
18410,79356,110210,,,
18420,79509,110386,,,
18430,79662,110569,,,
18440,79784,110747,,,
18450,79918,110921,,,
18460,80044,111062,,,
18470,80129,111180,,,
18480,80233,111266,,,
18490,80251,111338,,,
18500,80293,111376,,,
18510,80285,111358,,,
18520,80274,111326,,,
18530,80218,111251,,,
18540,80143,111187,,,
18550,80064,111092,,,
18560,79965,111006,,,
18570,79901,110919,,,
18580,79851,110814,,,
18590,79783,110757,,,
18600,79751,110680,,,
18610,79683,110649,,,
18620,79673,110550,,,
18630,79606,110485,,,
18640,79540,110423,,,
18650,79494,110356,,,
18660,79419,110262,,,
18670,79349,110191,,,
18680,79267,110084,,,
18690,79207,109948,,,
18700,79085,109860,,,
18710,79015,109721,,,
18720,78889,109641,,,
18730,78819,109524,,,
18740,78764,109440,,,
18750,78679,109357,,,
18760,78608,109295,,,
18770,78543,109206,,,
18780,78523,109166,,,
18790,78494,109110,,,
18800,78454,109097,,,
18810,78469,109100,,,
18820,78468,109083,,,
18830,78464,109100,,,
18840,78477,109137,,,
18850,78512,109154,,,
18860,78546,109194,,,
18870,78618,109270,,,
18880,78661,109302,,,
18890,78707,109404,,,
18900,78779,109486,,,
18910,78854,109554,,,
18920,78918,109639,,,
18930,79007,109742,,,
18940,79091,109846,,,
18950,79149,109946,,,
18960,79242,110034,,,
18970,79305,110119,,,
18980,79366,110205,,,
18990,79442,110263,,,
19000,79247,110052,,,
19010,79221,110041,,,
19020,79191,110001,,,
19030,79184,110016,,,
19040,79174,109954,,,
19050,79135,109915,,,
19060,79121,109918,,,
19070,79122,109896,,,
19080,79110,109904,,,
19090,79135,109888,,,
19100,79132,109918,,,
19110,79138,109902,,,
19120,79123,109908,,,
19130,79140,109926,,,
19140,79141,109917,,,
19150,79129,109942,,,
19160,79141,109935,,,
19170,79140,109925,,,
19180,79140,109935,,,
19190,79138,109897,,,
19200,79107,109911,,,
19210,79096,109878,,,
19220,79091,109840,,,
19230,79040,109806,,,
19240,79019,109764,,,
19250,78985,109760,,,
19260,78960,109696,,,
19270,78965,109675,,,
19280,78950,109629,,,
19290,78891,109609,,,
19300,78836,109584,,,
19310,78837,109546,,,
19320,78839,109551,,,
19330,78853,109538,,,
19340,78830,109534,,,
19350,78853,109553,,,
19360,78890,109630,,,
19370,78949,109710,,,
19380,79032,109772,,,
19390,79142,109914,,,
19400,79252,110054,,,
19410,79370,110203,,,
19420,79499,110403,,,
19430,79649,110558,,,
19440,79793,110734,,,
19450,79898,110902,,,
19460,80039,111064,,,
19470,80125,111168,,,
19480,80223,111275,,,
19490,80285,111342,,,
19500,80297,111353,,,
19510,80278,111360,,,
19520,80262,111327,,,
19530,80201,111278,,,
19540,80156,111174,,,
19550,80083,111096,,,
19560,79976,111003,,,
19570,79909,110923,,,
19580,79853,110842,,,
19590,79796,110734,,,
19600,79742,110669,,,
19610,79705,110616,,,
19620,79637,110560,,,
19630,79583,110477,,,
19640,79536,110421,,,
19650,79491,110368,,,
19660,79411,110284,,,
19670,79351,110182,,,
19680,79251,110062,,,
19690,79173,109960,,,
19700,79080,109840,,,
19710,79010,109752,,,
19720,78910,109646,,,
19730,78810,109532,,,
19740,78736,109436,,,
19750,78683,109337,,,
19760,78632,109279,,,
19770,78568,109197,,,
19780,78516,109146,,,
19790,78487,109117,,,
19800,78481,109103,,,
19810,78450,109084,,,
19820,78490,109075,,,
19830,78482,109073,,,
19840,78495,109122,,,
19850,78527,109163,,,
19860,78557,109179,,,
19870,78576,109246,,,
19880,78667,109324,,,
19890,78721,109391,,,
19900,78782,109501,,,
19910,78866,109565,,,
19920,78895,109658,,,
19930,78996,109741,,,
19940,79075,109847,,,
19950,79162,109929,,,
19960,79212,110032,,,
19970,79298,110116,,,
19980,79366,110189,,,
19990,79413,110270,,,
20000,79244,110048,,,
20010,79194,110015,,,
20020,79194,109991,,,
20030,79189,109992,,,
20040,79163,109942,,,
20050,79137,109920,,,
20060,79132,109910,,,
20070,79130,109889,,,
20080,79131,109922,,,
20090,79121,109888,,,
20100,79138,109890,,,
20110,79108,109916,,,
20120,79152,109905,,,
20130,79139,109930,,,
20140,79128,109937,,,
20150,79126,109921,,,
20160,79145,109943,,,
20170,79160,109925,,,
20180,79130,109925,,,
20190,79138,109918,,,
20200,79111,109915,,,
20210,79092,109875,,,
20220,79050,109831,,,
20230,79043,109805,,,
20240,79034,109793,,,
20250,79003,109738,,,
20260,78963,109720,,,
20270,78929,109676,,,
20280,78897,109649,,,
20290,78888,109619,,,
20300,78849,109563,,,
20310,78846,109553,,,
20320,78844,109540,,,
20330,78839,109526,,,
20340,78823,109542,,,
20350,78861,109561,,,
20360,78897,109639,,,
20370,78956,109695,,,
20380,79042,109789,,,
20390,79143,109921,,,
20400,79234,110028,,,
20410,79376,110205,,,
20420,79515,110394,,,
20430,79652,110550,,,
20440,79795,110741,,,
20450,79936,110894,,,
20460,80025,111075,,,
20470,80147,111163,,,
20480,80225,111275,,,
20490,80260,111335,,,
20500,80284,111340,,,
20510,80287,111336,,,
20520,80261,111321,,,
20530,80205,111268,,,
20540,80153,111173,,,
20550,80083,111093,,,
20560,80003,111020,,,
20570,79926,110916,,,
20580,79860,110831,,,
20590,79780,110759,,,
20600,79740,110691,,,
20610,79672,110628,,,
20620,79648,110574,,,
20630,79596,110481,,,
20640,79548,110422,,,
20650,79480,110330,,,
20660,79436,110279,,,
20670,79345,110183,,,
20680,79265,110093,,,
20690,79179,109954,,,
20700,79081,109861,,,
20710,79001,109734,,,
20720,78903,109657,,,
20730,78825,109528,,,
20740,78741,109443,,,
20750,78656,109354,,,
20760,78615,109282,,,
20770,78584,109211,,,
20780,78507,109161,,,
20790,78507,109125,,,
20800,78498,109089,,,
20810,78431,109076,,,
20820,78482,109056,,,
20830,78474,109087,,,
20840,78464,109089,,,
20850,78551,109184,,,
20860,78558,109218,,,
20870,78637,109249,,,
20880,78665,109319,,,
20890,78731,109409,,,
20900,78794,109482,,,
20910,78858,109564,,,
20920,78907,109631,,,
20930,78997,109727,,,
20940,79099,109842,,,
20950,79171,109938,,,
20960,79218,110030,,,
20970,79309,110097,,,
20980,79355,110205,,,
20990,79421,110261,,,
21000,79233,110049,,,
21010,79223,110012,,,
21020,79220,109986,,,
21030,79188,109998,,,
21040,79171,109962,,,
21050,79146,109929,,,
21060,79130,109898,,,
21070,79146,109902,,,
21080,79130,109899,,,
21090,79128,109910,,,
21100,79113,109919,,,
21110,79138,109886,,,
21120,79148,109916,,,
21130,79139,109926,,,
21140,79157,109933,,,
21150,79143,109905,,,
21160,79147,109922,,,
21170,79159,109936,,,
21180,79137,109925,,,
21190,79135,109924,,,
21200,79134,109897,,,
21210,79100,109858,,,
21220,79084,109840,,,
21230,79059,109810,,,
21240,79014,109771,,,
21250,78989,109746,,,
21260,78986,109701,,,
21270,78939,109670,,,
21280,78909,109649,,,
21290,78851,109614,,,
21300,78869,109563,,,
21310,78844,109557,,,
21320,78839,109550,,,
21330,78849,109537,,,
21340,78833,109553,,,
21350,78828,109574,,,
21360,78899,109602,,,
21370,78964,109700,,,
21380,79035,109811,,,
21390,79119,109921,,,
21400,79245,110052,,,
21410,79371,110191,,,
21420,79536,110398,,,
21430,79650,110563,,,
21440,79783,110725,,,
21450,79920,110917,,,
21460,80050,111048,,,
21470,80117,111165,,,
21480,80210,111267,,,
21490,80278,111329,,,
21500,80316,111351,,,
21510,80276,111345,,,
21520,80232,111319,,,
21530,80217,111273,,,
21540,80157,111167,,,
21550,80073,111078,,,
21560,80014,110990,,,
21570,79918,110915,,,
21580,79858,110834,,,
21590,79811,110755,,,
21600,79767,110684,,,
21610,79698,110628,,,
21620,79639,110568,,,
21630,79604,110498,,,
21640,79574,110424,,,
21650,79483,110360,,,
21660,79422,110278,,,
21670,79345,110185,,,
21680,79256,110079,,,
21690,79166,109949,,,
21700,79072,109855,,,
21710,78983,109748,,,
21720,78902,109629,,,
21730,78827,109531,,,
21740,78774,109448,,,
21750,78670,109347,,,
21760,78632,109281,,,
21770,78548,109208,,,
21780,78547,109137,,,
21790,78490,109136,,,
21800,78465,109089,,,
21810,78467,109083,,,
21820,78453,109106,,,
21830,78459,109114,,,
21840,78497,109118,,,
21850,78531,109166,,,
21860,78544,109186,,,
21870,78606,109271,,,
21880,78653,109298,,,
21890,78730,109396,,,
21900,78781,109470,,,
21910,78851,109554,,,
21920,78912,109655,,,
21930,78991,109751,,,
21940,79049,109843,,,
21950,79154,109959,,,
21960,79235,110047,,,
21970,79280,110121,,,
21980,79357,110215,,,
21990,79426,110289,,,
22000,79211,110028,,,
22010,79223,109997,,,
22020,79200,110000,,,
22030,79175,109998,,,
22040,79160,109953,,,
22050,79142,109936,,,
22060,79132,109907,,,
22070,79127,109920,,,
22080,79123,109887,,,
22090,79114,109913,,,
22100,79115,109902,,,
22110,79115,109901,,,
22120,79127,109909,,,
22130,79128,109919,,,
22140,79121,109926,,,
22150,79136,109947,,,
22160,79170,109925,,,
22170,79141,109929,,,
22180,79141,109947,,,
22190,79121,109911,,,
22200,79129,109902,,,
22210,79095,109870,,,
22220,79061,109845,,,
22230,79034,109803,,,
22240,79020,109775,,,
22250,78992,109736,,,
22260,78962,109697,,,
22270,78932,109678,,,
22280,78900,109624,,,
22290,78868,109614,,,
22300,78854,109588,,,
22310,78841,109560,,,
22320,78845,109551,,,
22330,78827,109543,,,
22340,78813,109519,,,
22350,78864,109557,,,
22360,78901,109644,,,
22370,78953,109701,,,
22380,79052,109787,,,
22390,79131,109903,,,
22400,79232,110049,,,
22410,79373,110213,,,
22420,79503,110384,,,
22430,79647,110552,,,
22440,79804,110741,,,
22450,79917,110911,,,
22460,80027,111032,,,
22470,80135,111179,,,
22480,80210,111270,,,
22490,80254,111331,,,
22500,80281,111361,,,
22510,80295,111334,,,
22520,80257,111336,,,
22530,80209,111268,,,
22540,80164,111210,,,
22550,80070,111089,,,
22560,79994,110998,,,
22570,79925,110918,,,
22580,79857,110827,,,
22590,79786,110749,,,
22600,79739,110699,,,
22610,79692,110631,,,
22620,79665,110555,,,
22630,79601,110499,,,
22640,79539,110458,,,
22650,79482,110355,,,
22660,79439,110266,,,
22670,79376,110152,,,
22680,79257,110075,,,
22690,79181,109986,,,
22700,79106,109853,,,
22710,79009,109766,,,
22720,78913,109624,,,
22730,78817,109521,,,
22740,78749,109444,,,
22750,78666,109368,,,
22760,78624,109276,,,
22770,78573,109193,,,
22780,78541,109155,,,
22790,78512,109113,,,
22800,78467,109103,,,
22810,78461,109093,,,
22820,78487,109087,,,
22830,78480,109088,,,
22840,78496,109114,,,
22850,78531,109159,,,
22860,78533,109216,,,
22870,78609,109240,,,
22880,78658,109333,,,
22890,78722,109396,,,
22900,78790,109484,,,
22910,78835,109551,,,
22920,78933,109651,,,
22930,79002,109743,,,
22940,79094,109859,,,
22950,79146,109943,,,
22960,79225,110025,,,
22970,79306,110132,,,
22980,79366,110195,,,
22990,79404,110277,,,
23000,79260,110058,,,
23010,79205,110016,,,
23020,79213,110003,,,
23030,79153,109988,,,
23040,79154,109941,,,
23050,79136,109936,,,
23060,79130,109900,,,
23070,79132,109932,,,
23080,79112,109900,,,
23090,79128,109893,,,
23100,79125,109895,,,
23110,79114,109900,,,
23120,79135,109908,,,
23130,79138,109914,,,
23140,79126,109924,,,
23150,79123,109920,,,
23160,79137,109949,,,
23170,79132,109946,,,
23180,79102,109928,,,
23190,79120,109888,,,
23200,79122,109907,,,
23210,79103,109892,,,
23220,79066,109838,,,
23230,79066,109810,,,
